total_return,annualised_return,annualised_volatility,sharpe_ratio,max_drawdown,average_monthly_turnover,positive_month_rate,model,top_k,number_of_features
0.6587119460881039,0.28790991380923225,0.2083182801557318,1.3820674479167185,-0.11506586643263172,0.8333333333333334,0.7083333333333334,full_optimised_model,10,15
0.5269515426013758,0.23569880739659843,0.21449775443464256,1.098840442492445,-0.10288305290097288,0.7999999999999999,0.6666666666666666,without_momentum,10,11
0.6061126394098264,0.26732499360259854,0.21462588998557616,1.2455393597695226,-0.12569894314617003,0.7833333333333333,0.7083333333333334,without_volume,10,14
0.5953900602007007,0.26308751090361926,0.19384222904641824,1.357224956594052,-0.14292147620000895,0.8083333333333332,0.625,without_risk,10,9
0.7440354898822863,0.3206193584384134,0.21256803918673783,1.5083140422476875,-0.09576566071978576,0.8583333333333333,0.6666666666666666,without_qqq_relative,10,11
