strategy,return_type,total_return,annualised_return,annualised_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,average_monthly_return,positive_month_rate,average_monthly_turnover
baseline_rf_top_k,net_after_transaction_costs,0.5388163630574554,0.24049037201320322,0.203348809936652,1.1826495177823844,2.4550283847630148,-0.10701015752215826,2.247360228055039,0.019711081267747895,0.5833333333333334,0.75
baseline_rf_top_k,gross_before_transaction_costs,0.5662677934038032,0.2515062098942231,0.20338411733734077,1.2366069346362243,2.561890163839447,-0.10587497297990645,2.3755019983991437,0.020461081267747896,0.5833333333333334,0.75
optimised_rf_top_k,net_after_transaction_costs,0.6587119460881039,0.28790991380923225,0.2083182801557318,1.3820674479167185,2.5762162822743417,-0.11506586643263172,2.5021313681915958,0.022993483054271263,0.7083333333333334,0.8333333333333334
optimised_rf_top_k,gross_before_transaction_costs,0.6915890503587538,0.3006110296159854,0.20823747267261392,1.4435971862211323,2.678194092317883,-0.11318328753579354,2.655966584474046,0.0238268163876046,0.7083333333333334,0.8333333333333334
qqq_buy_hold,benchmark,0.4931111381400337,0.2219292688777177,0.18203957738645124,1.2191264782305264,2.5327628377131974,-0.10084574185218353,2.2006806118102094,0.018117928480024005,0.625,
equal_weight_universe,benchmark,0.5362353472778878,0.2394496146588161,0.1890239045099326,1.2667689585590685,2.928956975753704,-0.11063901217213801,2.1642421597751413,0.019413092691019884,0.6666666666666666,
