date,strategy,rank,ticker,weight,predicted_probability,future_stock_return,future_qqq_return,outperformed_qqq
2024-09-30,optimised_rf_top_k,3,GOOG,0.1,0.5738345507739718,0.0328967713356791,-0.0086463559104306,1
2024-09-30,optimised_rf_top_k,4,TXN,0.1,0.5616891817761498,-0.0100329261207495,-0.0086463559104306,0
2024-09-30,optimised_rf_top_k,5,AMGN,0.1,0.5577459324515646,-0.0063621979331132,-0.0086463559104306,1
2024-09-30,optimised_rf_top_k,6,AAPL,0.1,0.5491889429417555,-0.0304291846966061,-0.0086463559104306,0
2024-09-30,optimised_rf_top_k,7,CSCO,0.1,0.5241512601933018,0.036989338483875,-0.0086463559104306,1
2024-09-30,optimised_rf_top_k,8,INTU,0.1,0.5201112868865031,-0.0155832292427423,-0.0086463559104306,0
2024-09-30,optimised_rf_top_k,9,COST,0.1,0.5125076410390033,-0.0139195630400947,-0.0086463559104306,0
2024-09-30,optimised_rf_top_k,10,NFLX,0.1,0.5026095031907415,0.0659268648650508,-0.0086463559104306,1
2024-10-31,baseline_rf_top_k,1,COST,0.1,0.5463086669330368,0.1132390045546267,0.0535082171626466,1
2024-10-31,baseline_rf_top_k,2,CSCO,0.1,0.5426884627527648,0.0810663387539496,0.0535082171626466,1
2024-10-31,baseline_rf_top_k,3,AAPL,0.1,0.5424979003368827,0.0517069693875071,0.0535082171626466,0
2024-10-31,baseline_rf_top_k,4,META,0.1,0.5299808986744673,0.0118749280096819,0.0535082171626466,0
2024-10-31,baseline_rf_top_k,5,ADBE,0.1,0.5293992766997253,0.0791708650573146,0.0535082171626466,1
2024-10-31,baseline_rf_top_k,6,NFLX,0.1,0.5273235827621883,0.1729825996151546,0.0535082171626466,1
2024-10-31,baseline_rf_top_k,7,TXN,0.1,0.5176100996310085,-0.0104842508736225,0.0535082171626466,0
2024-10-31,baseline_rf_top_k,8,MSFT,0.1,0.516480844922413,0.0441925051795559,0.0535082171626466,0
2024-10-31,baseline_rf_top_k,9,AMZN,0.1,0.5060493619190045,0.1152897328156477,0.0535082171626466,1
2024-10-31,baseline_rf_top_k,10,AMD,0.1,0.503715639751678,-0.0478240737014196,0.0535082171626466,0
2024-10-31,optimised_rf_top_k,1,AMZN,0.1,0.5620212298610808,0.1152897328156477,0.0535082171626466,1
2024-10-31,optimised_rf_top_k,2,COST,0.1,0.5512464733492474,0.1132390045546267,0.0535082171626466,1
2024-10-31,optimised_rf_top_k,3,AAPL,0.1,0.5370911161254976,0.0517069693875071,0.0535082171626466,0
2024-10-31,optimised_rf_top_k,4,MSFT,0.1,0.5253716027292371,0.0441925051795559,0.0535082171626466,0
2024-10-31,optimised_rf_top_k,5,CSCO,0.1,0.5227398599186074,0.0810663387539496,0.0535082171626466,1
2024-10-31,optimised_rf_top_k,6,ADBE,0.1,0.5167938283436032,0.0791708650573146,0.0535082171626466,1
2024-10-31,optimised_rf_top_k,7,NFLX,0.1,0.5009541942660855,0.1729825996151546,0.0535082171626466,1
2024-10-31,optimised_rf_top_k,8,TXN,0.1,0.4972079347258185,-0.0104842508736225,0.0535082171626466,0
2024-10-31,optimised_rf_top_k,9,AMGN,0.1,0.4950278292784704,-0.1094076991024316,0.0535082171626466,0
2024-10-31,optimised_rf_top_k,10,NVDA,0.1,0.4913593308226772,0.0413528974667274,0.0535082171626466,0
2024-11-30,baseline_rf_top_k,1,NVDA,0.1,0.6618117875203892,-0.0285769178431161,0.0045404969264244,0
2024-11-30,baseline_rf_top_k,2,META,0.1,0.6123674250922603,0.0203063736401394,0.0045404969264244,1
2024-11-30,baseline_rf_top_k,3,ADBE,0.1,0.5702293212371252,-0.1381001318230681,0.0045404969264244,0
2024-11-30,baseline_rf_top_k,4,NFLX,0.1,0.5602251707189307,0.0050856894888637,0.0045404969264244,1
2024-11-30,baseline_rf_top_k,5,COST,0.1,0.5297113761500633,-0.0572188433973216,0.0045404969264244,0
2024-11-30,baseline_rf_top_k,6,AVGO,0.1,0.5279280086425959,0.4342371835268781,0.0045404969264244,1
2024-11-30,baseline_rf_top_k,7,CSCO,0.1,0.5278224177739038,-0.0001689028922357,0.0045404969264244,0
2024-11-30,baseline_rf_top_k,8,AMZN,0.1,0.5276672104913207,0.0553177162622697,0.0045404969264244,1
2024-11-30,baseline_rf_top_k,9,QCOM,0.1,0.5189614472725314,-0.0259032746563492,0.0045404969264244,0
2024-11-30,baseline_rf_top_k,10,AAPL,0.1,0.5186165462969647,0.0551551975335746,0.0045404969264244,1
2024-11-30,optimised_rf_top_k,1,NVDA,0.1,0.674900482956742,-0.0285769178431161,0.0045404969264244,0
2024-11-30,optimised_rf_top_k,2,META,0.1,0.6056161073164581,0.0203063736401394,0.0045404969264244,1
2024-11-30,optimised_rf_top_k,3,ADBE,0.1,0.5625527135356111,-0.1381001318230681,0.0045404969264244,0
2024-11-30,optimised_rf_top_k,4,NFLX,0.1,0.5400246885260012,0.0050856894888637,0.0045404969264244,1
2024-11-30,optimised_rf_top_k,5,AVGO,0.1,0.5392798545181569,0.4342371835268781,0.0045404969264244,1
2024-11-30,optimised_rf_top_k,6,TSLA,0.1,0.5376171758591002,0.1700080891563131,0.0045404969264244,1
2024-11-30,optimised_rf_top_k,7,GOOG,0.1,0.5322642879182956,0.1182830573454472,0.0045404969264244,1
2024-11-30,optimised_rf_top_k,8,AAPL,0.1,0.51141354205934,0.0551551975335746,0.0045404969264244,1
2024-11-30,optimised_rf_top_k,9,QCOM,0.1,0.5104636203674979,-0.0259032746563492,0.0045404969264244,0
2024-11-30,optimised_rf_top_k,10,GOOGL,0.1,0.5095981772832916,0.1217340405274778,0.0045404969264244,1
2024-12-31,baseline_rf_top_k,1,AMD,0.1,0.6287852148389028,-0.0400695747214202,0.0216339201740081,0
2024-12-31,baseline_rf_top_k,2,ADBE,0.1,0.5967406197967379,-0.0162588391378818,0.0216339201740081,0
2024-12-31,baseline_rf_top_k,3,CSCO,0.1,0.5818244815143714,0.0306240014335366,0.0216339201740081,1
2024-12-31,baseline_rf_top_k,4,META,0.1,0.5701590376374401,0.1770591800762093,0.0216339201740081,1
2024-12-31,baseline_rf_top_k,5,NVDA,0.1,0.567593062848828,-0.1058901733604136,0.0216339201740081,0
2024-12-31,baseline_rf_top_k,6,AAPL,0.1,0.5526375881976325,-0.0575832864423716,0.0216339201740081,0
2024-12-31,baseline_rf_top_k,7,AVGO,0.1,0.5444337784998157,-0.0455917646978838,0.0216339201740081,0
2024-12-31,baseline_rf_top_k,8,AMAT,0.1,0.5412380527297365,0.108959053536314,0.0216339201740081,1
2024-12-31,baseline_rf_top_k,9,QCOM,0.1,0.5345530956734286,0.1257000005641959,0.0216339201740081,1
2024-12-31,baseline_rf_top_k,10,PEP,0.1,0.53191692011145,-0.0090094029665265,0.0216339201740081,0
2024-12-31,optimised_rf_top_k,1,AMD,0.1,0.5962915699092795,-0.0400695747214202,0.0216339201740081,0
2024-12-31,optimised_rf_top_k,2,META,0.1,0.5880786995115789,0.1770591800762093,0.0216339201740081,1
2024-12-31,optimised_rf_top_k,3,ADBE,0.1,0.5818188543313337,-0.0162588391378818,0.0216339201740081,0
2024-12-31,optimised_rf_top_k,4,CSCO,0.1,0.5694399148388777,0.0306240014335366,0.0216339201740081,1
2024-12-31,optimised_rf_top_k,5,AAPL,0.1,0.5444759028239988,-0.0575832864423716,0.0216339201740081,0
2024-12-31,optimised_rf_top_k,6,INTU,0.1,0.541971350851124,-0.0413510438949052,0.0216339201740081,0
2024-12-31,optimised_rf_top_k,7,QCOM,0.1,0.5406159480058165,0.1257000005641959,0.0216339201740081,1
2024-12-31,optimised_rf_top_k,8,AVGO,0.1,0.5297011678861143,-0.0455917646978838,0.0216339201740081,0
2024-12-31,optimised_rf_top_k,9,PEP,0.1,0.5217058700246786,-0.0090094029665265,0.0216339201740081,0
2024-12-31,optimised_rf_top_k,10,COST,0.1,0.5019367989294679,0.0694227926245696,0.0216339201740081,1
2025-01-31,baseline_rf_top_k,1,AMZN,0.1,0.5915933272405676,-0.1068663525715117,-0.0270347304314839,0
2025-01-31,baseline_rf_top_k,2,CSCO,0.1,0.5898720216085723,0.057920856698409,-0.0270347304314839,1
2025-01-31,baseline_rf_top_k,3,ADBE,0.1,0.5813112612559997,0.0025373992926924,-0.0270347304314839,1
2025-01-31,baseline_rf_top_k,4,META,0.1,0.5787386694465393,-0.0304420047440421,-0.0270347304314839,0
2025-01-31,baseline_rf_top_k,5,AMD,0.1,0.5728259812548907,-0.1387666818574638,-0.0270347304314839,0
2025-01-31,baseline_rf_top_k,6,GOOGL,0.1,0.5689694305566887,-0.1653760794155103,-0.0270347304314839,0
2025-01-31,baseline_rf_top_k,7,GOOG,0.1,0.5675429255134328,-0.1623541881738535,-0.0270347304314839,0
2025-01-31,baseline_rf_top_k,8,NFLX,0.1,0.5578142131693447,0.0038903849838498,-0.0270347304314839,1
2025-01-31,baseline_rf_top_k,9,TXN,0.1,0.5254701233196755,0.0616434593694261,-0.0270347304314839,1
2025-01-31,baseline_rf_top_k,10,AMGN,0.1,0.5204687458705822,0.088041664608548,-0.0270347304314839,1
2025-01-31,optimised_rf_top_k,1,CSCO,0.1,0.6330761423769454,0.057920856698409,-0.0270347304314839,1
2025-01-31,optimised_rf_top_k,2,ADBE,0.1,0.6003044202016511,0.0025373992926924,-0.0270347304314839,1
2025-01-31,optimised_rf_top_k,3,GOOGL,0.1,0.5939751064757353,-0.1653760794155103,-0.0270347304314839,0
2025-01-31,optimised_rf_top_k,4,AMZN,0.1,0.5797729172595979,-0.1068663525715117,-0.0270347304314839,0
2025-01-31,optimised_rf_top_k,5,GOOG,0.1,0.5650095822117391,-0.1623541881738535,-0.0270347304314839,0
2025-01-31,optimised_rf_top_k,6,META,0.1,0.5601525562027224,-0.0304420047440421,-0.0270347304314839,0
2025-01-31,optimised_rf_top_k,7,PEP,0.1,0.5593223313535093,0.0184483478148462,-0.0270347304314839,1
2025-01-31,optimised_rf_top_k,8,NFLX,0.1,0.5586965462766108,0.0038903849838498,-0.0270347304314839,1
2025-01-31,optimised_rf_top_k,9,AMD,0.1,0.5331281286741846,-0.1387666818574638,-0.0270347304314839,0
2025-01-31,optimised_rf_top_k,10,TXN,0.1,0.5297475393006726,0.0616434593694261,-0.0270347304314839,1
2025-02-28,baseline_rf_top_k,1,AMD,0.1,0.7111352781853244,0.0288403488465371,-0.075861917921729,1
2025-02-28,baseline_rf_top_k,2,GOOG,0.1,0.6036641254685828,-0.0918128407056253,-0.075861917921729,0
2025-02-28,baseline_rf_top_k,3,GOOGL,0.1,0.6027182480097721,-0.0908027332924799,-0.075861917921729,0
2025-02-28,baseline_rf_top_k,4,AMZN,0.1,0.5958905101855926,-0.1037309421475672,-0.075861917921729,0
2025-02-28,baseline_rf_top_k,5,AMAT,0.1,0.5857715756639954,-0.0819259268794203,-0.075861917921729,0
2025-02-28,baseline_rf_top_k,6,META,0.1,0.5719557441540177,-0.1366765125057577,-0.075861917921729,0
2025-02-28,baseline_rf_top_k,7,NFLX,0.1,0.5576547106661862,-0.0489822286832742,-0.075861917921729,1
2025-02-28,baseline_rf_top_k,8,AMGN,0.1,0.5476632957937031,0.0113287924416656,-0.075861917921729,1
2025-02-28,baseline_rf_top_k,9,CSCO,0.1,0.5452065073089776,-0.0374356837994677,-0.075861917921729,1
2025-02-28,baseline_rf_top_k,10,PEP,0.1,0.5447516721437513,-0.0143631255186652,-0.075861917921729,1
2025-02-28,optimised_rf_top_k,1,AMD,0.1,0.6733650092296364,0.0288403488465371,-0.075861917921729,1
2025-02-28,optimised_rf_top_k,2,GOOGL,0.1,0.5709625511469649,-0.0908027332924799,-0.075861917921729,0
2025-02-28,optimised_rf_top_k,3,AMAT,0.1,0.5688763667514177,-0.0819259268794203,-0.075861917921729,0
2025-02-28,optimised_rf_top_k,4,AMZN,0.1,0.5678789306636086,-0.1037309421475672,-0.075861917921729,0
2025-02-28,optimised_rf_top_k,5,AMGN,0.1,0.5627702249758183,0.0113287924416656,-0.075861917921729,1
2025-02-28,optimised_rf_top_k,6,MSFT,0.1,0.5600959845845592,-0.05440932488195,-0.075861917921729,1
2025-02-28,optimised_rf_top_k,7,NFLX,0.1,0.5567619079134009,-0.0489822286832742,-0.075861917921729,1
2025-02-28,optimised_rf_top_k,8,GOOG,0.1,0.5534954971272071,-0.0918128407056253,-0.075861917921729,0
2025-02-28,optimised_rf_top_k,9,TSLA,0.1,0.5521609927605153,-0.1154345213189201,-0.075861917921729,0
2025-02-28,optimised_rf_top_k,10,AVGO,0.1,0.5337517422825261,-0.157916796394152,-0.075861917921729,0
2025-03-31,baseline_rf_top_k,1,ADBE,0.1,0.644272617844924,-0.0222928788365492,0.01396820088766,0
2025-03-31,baseline_rf_top_k,2,AMZN,0.1,0.6257150068188387,-0.0306948202801552,0.01396820088766,0
2025-03-31,baseline_rf_top_k,3,META,0.1,0.6089883854349418,-0.0474701956279407,0.01396820088766,0
2025-03-31,baseline_rf_top_k,4,GOOG,0.1,0.6050107875939231,0.0298277638405073,0.01396820088766,1
2025-03-31,baseline_rf_top_k,5,GOOGL,0.1,0.6005925367568591,0.0269012401918948,0.01396820088766,1
2025-03-31,baseline_rf_top_k,6,AMD,0.1,0.5824039343848716,-0.0524625219166874,0.01396820088766,0
2025-03-31,baseline_rf_top_k,7,MSFT,0.1,0.5819110427152379,0.0529314476776183,0.01396820088766,1
2025-03-31,baseline_rf_top_k,8,AAPL,0.1,0.578325190189659,-0.0433529542199339,0.01396820088766,0
2025-03-31,baseline_rf_top_k,9,COST,0.1,0.5600353012730848,0.0515130090773394,0.01396820088766,1
2025-03-31,baseline_rf_top_k,10,NVDA,0.1,0.5597553125262323,0.004982410811787,0.01396820088766,0
2025-03-31,optimised_rf_top_k,1,ADBE,0.1,0.6441529108568108,-0.0222928788365492,0.01396820088766,0
2025-03-31,optimised_rf_top_k,2,META,0.1,0.6252279411706234,-0.0474701956279407,0.01396820088766,0
2025-03-31,optimised_rf_top_k,3,AMZN,0.1,0.6156505221538179,-0.0306948202801552,0.01396820088766,0
2025-03-31,optimised_rf_top_k,4,AVGO,0.1,0.5698931273579876,0.1495549814990862,0.01396820088766,1
2025-03-31,optimised_rf_top_k,5,AMD,0.1,0.5637828677598951,-0.0524625219166874,0.01396820088766,0
2025-03-31,optimised_rf_top_k,6,MSFT,0.1,0.5546692076593102,0.0529314476776183,0.01396820088766,1
2025-03-31,optimised_rf_top_k,7,COST,0.1,0.5543735113176051,0.0515130090773394,0.01396820088766,1
2025-03-31,optimised_rf_top_k,8,NVDA,0.1,0.552504798295514,0.004982410811787,0.01396820088766,0
2025-03-31,optimised_rf_top_k,9,QCOM,0.1,0.5518908307849014,-0.03352658226324,0.01396820088766,0
2025-03-31,optimised_rf_top_k,10,AAPL,0.1,0.5473366006079323,-0.0433529542199339,0.01396820088766,0
2025-04-30,baseline_rf_top_k,1,META,0.1,0.6344502600976619,0.1793988952886178,0.0917828863360947,1
2025-04-30,baseline_rf_top_k,2,AMD,0.1,0.612144554942719,0.1374422711097356,0.0917828863360947,1
2025-04-30,baseline_rf_top_k,3,AMZN,0.1,0.611158036943457,0.1116473080052216,0.0917828863360947,1
2025-04-30,baseline_rf_top_k,4,AAPL,0.1,0.5766619287362393,-0.053584070052247,0.0917828863360947,0
2025-04-30,baseline_rf_top_k,5,GOOGL,0.1,0.5660010557192757,0.0814862453936164,0.0917828863360947,0
2025-04-30,baseline_rf_top_k,6,ADBE,0.1,0.5648425881654834,0.1069656626390811,0.0917828863360947,1
2025-04-30,baseline_rf_top_k,7,GOOG,0.1,0.5584586477165955,0.0743364719505135,0.0917828863360947,0
2025-04-30,baseline_rf_top_k,8,QCOM,0.1,0.5545937581745236,-0.0219586851077657,0.0917828863360947,0
2025-04-30,baseline_rf_top_k,9,AVGO,0.1,0.553360543893166,0.2577025845783409,0.0917828863360947,1
2025-04-30,baseline_rf_top_k,10,TSLA,0.1,0.5486299313563912,0.2278848417863253,0.0917828863360947,1
2025-04-30,optimised_rf_top_k,1,AMD,0.1,0.6097889149597833,0.1374422711097356,0.0917828863360947,1
2025-04-30,optimised_rf_top_k,2,META,0.1,0.6059099551718398,0.1793988952886178,0.0917828863360947,1
2025-04-30,optimised_rf_top_k,3,AMZN,0.1,0.5858779572241078,0.1116473080052216,0.0917828863360947,1
2025-04-30,optimised_rf_top_k,4,GOOGL,0.1,0.5725136875318786,0.0814862453936164,0.0917828863360947,0
2025-04-30,optimised_rf_top_k,5,GOOG,0.1,0.5684114110135,0.0743364719505135,0.0917828863360947,0
2025-04-30,optimised_rf_top_k,6,ADBE,0.1,0.5673833333212105,0.1069656626390811,0.0917828863360947,1
2025-04-30,optimised_rf_top_k,7,AAPL,0.1,0.5413141345865614,-0.053584070052247,0.0917828863360947,0
2025-04-30,optimised_rf_top_k,8,AVGO,0.1,0.5305283799430234,0.2577025845783409,0.0917828863360947,1
2025-04-30,optimised_rf_top_k,9,NVDA,0.1,0.5225165101630267,0.2406353870147419,0.0917828863360947,1
2025-04-30,optimised_rf_top_k,10,PEP,0.1,0.5188271245740256,-0.0304617426747452,0.0917828863360947,0
2025-05-31,baseline_rf_top_k,1,NFLX,0.1,0.5355795264652583,0.1092583423100148,0.0638584828848247,1
2025-05-31,baseline_rf_top_k,2,AMGN,0.1,0.5223159651577435,-0.0311262854478173,0.0638584828848247,0
2025-05-31,baseline_rf_top_k,3,AMD,0.1,0.5220103321049727,0.28149543569574,0.0638584828848247,1
2025-05-31,baseline_rf_top_k,4,AVGO,0.1,0.5186771564835634,0.1414003058186692,0.0638584828848247,1
2025-05-31,baseline_rf_top_k,5,TSLA,0.1,0.5140059922487067,-0.0831264460638392,0.0638584828848247,0
2025-05-31,baseline_rf_top_k,6,AAPL,0.1,0.5137971184593741,0.0215085289391445,0.0638584828848247,0
2025-05-31,baseline_rf_top_k,7,MSFT,0.1,0.5128782974878957,0.0804805734668925,0.0638584828848247,1
2025-05-31,baseline_rf_top_k,8,COST,0.1,0.5110719535093907,-0.0482994721044787,0.0638584828848247,0
2025-05-31,baseline_rf_top_k,9,PEP,0.1,0.5049747455124917,0.0155101802790666,0.0638584828848247,0
2025-05-31,baseline_rf_top_k,10,QCOM,0.1,0.4942612154817381,0.1034205891671358,0.0638584828848247,1
2025-05-31,optimised_rf_top_k,1,NFLX,0.1,0.5468303935949885,0.1092583423100148,0.0638584828848247,1
2025-05-31,optimised_rf_top_k,2,PEP,0.1,0.5362441443229105,0.0155101802790666,0.0638584828848247,0
2025-05-31,optimised_rf_top_k,3,AVGO,0.1,0.5285995137035017,0.1414003058186692,0.0638584828848247,1
2025-05-31,optimised_rf_top_k,4,AMGN,0.1,0.5265232791709021,-0.0311262854478173,0.0638584828848247,0
2025-05-31,optimised_rf_top_k,5,MSFT,0.1,0.512075050666556,0.0804805734668925,0.0638584828848247,1
2025-05-31,optimised_rf_top_k,6,AMD,0.1,0.5111806618500871,0.28149543569574,0.0638584828848247,1
2025-05-31,optimised_rf_top_k,7,AAPL,0.1,0.4766343045005562,0.0215085289391445,0.0638584828848247,0
2025-05-31,optimised_rf_top_k,8,COST,0.1,0.4758282435367196,-0.0482994721044787,0.0638584828848247,0
2025-05-31,optimised_rf_top_k,9,INTU,0.1,0.4753567155242199,0.0453369160230405,0.0638584828848247,0
2025-05-31,optimised_rf_top_k,10,TSLA,0.1,0.4657131306788488,-0.0831264460638392,0.0638584828848247,0
2025-06-30,baseline_rf_top_k,1,NFLX,0.1,0.6514625944511538,-0.1342139500795455,0.0242369186733282,0
2025-06-30,baseline_rf_top_k,2,AVGO,0.1,0.6065863094017614,0.0654816803055005,0.0242369186733282,1
2025-06-30,baseline_rf_top_k,3,NVDA,0.1,0.5665739132240918,0.1258306729394935,0.0242369186733282,1
2025-06-30,baseline_rf_top_k,4,INTU,0.1,0.5508422616007759,-0.0018251833716849,0.0242369186733282,0
2025-06-30,baseline_rf_top_k,5,MSFT,0.1,0.5474557400045685,0.0725558461078348,0.0242369186733282,1
2025-06-30,baseline_rf_top_k,6,AMD,0.1,0.5384878618021122,0.2424947508257919,0.0242369186733282,1
2025-06-30,baseline_rf_top_k,7,AMAT,0.1,0.5369651686145044,-0.0164418137437969,0.0242369186733282,0
2025-06-30,baseline_rf_top_k,8,GOOG,0.1,0.5303186854699851,0.087208877525819,0.0242369186733282,1
2025-06-30,baseline_rf_top_k,9,AMGN,0.1,0.5209790609936937,0.0569106167026227,0.0242369186733282,1
2025-06-30,baseline_rf_top_k,10,META,0.1,0.5131271006134257,0.047893857332087,0.0242369186733282,1
2025-06-30,optimised_rf_top_k,1,NFLX,0.1,0.6886334038969025,-0.1342139500795455,0.0242369186733282,0
2025-06-30,optimised_rf_top_k,2,AVGO,0.1,0.6233529897523921,0.0654816803055005,0.0242369186733282,1
2025-06-30,optimised_rf_top_k,3,MSFT,0.1,0.6184238213305806,0.0725558461078348,0.0242369186733282,1
2025-06-30,optimised_rf_top_k,4,INTU,0.1,0.5625862650274112,-0.0018251833716849,0.0242369186733282,0
2025-06-30,optimised_rf_top_k,5,NVDA,0.1,0.5514324011481335,0.1258306729394935,0.0242369186733282,1
2025-06-30,optimised_rf_top_k,6,PEP,0.1,0.5345616011509532,0.0445318749952694,0.0242369186733282,1
2025-06-30,optimised_rf_top_k,7,AMD,0.1,0.5341772304439948,0.2424947508257919,0.0242369186733282,1
2025-06-30,optimised_rf_top_k,8,GOOG,0.1,0.5235937773421167,0.087208877525819,0.0242369186733282,1
2025-06-30,optimised_rf_top_k,9,AMAT,0.1,0.5118840395886216,-0.0164418137437969,0.0242369186733282,0
2025-06-30,optimised_rf_top_k,10,AAPL,0.1,0.5096825409245742,0.0116977010484968,0.0242369186733282,0
